ID,Type,Time,percent
CHOL_HDL_1_mg_d_l,EDTA,4,7.450631435
CHOL_HDL_1_mg_d_l,EDTA,6,12.17411998
CHOL_HDL_1_mg_d_l,EDTA,8,14.31830089
CHOL_HDL_2_mg_d_l,EDTA,2,3.657945262
CHOL_HDL_2_mg_d_l,EDTA,4,5.370153445
CHOL_HDL_2_mg_d_l,EDTA,6,8.559603538
CHOL_HDL_2_mg_d_l,EDTA,8,9.893218355
CHOL_HDL_3_mg_d_l,EDTA,2,3.118201277
CHOL_HDL_3_mg_d_l,EDTA,4,5.396519721
CHOL_HDL_3_mg_d_l,EDTA,6,9.633231446
CHOL_HDL_3_mg_d_l,EDTA,8,12.4024698
CHOL_HDL_4_mg_d_l,EDTA,2,2.053349095
CHOL_HDL_4_mg_d_l,EDTA,4,4.492363706
CHOL_HDL_4_mg_d_l,EDTA,6,7.42766576
CHOL_HDL_4_mg_d_l,EDTA,8,9.772019474
fCHOL_HDL_1_mg_d_l,EDTA,2,6.623352505
fCHOL_HDL_1_mg_d_l,EDTA,4,10.80227273
fCHOL_HDL_1_mg_d_l,EDTA,6,17.8762892
fCHOL_HDL_1_mg_d_l,EDTA,8,22.31419479
fCHOL_HDL_2_mg_d_l,EDTA,2,6.949163999
fCHOL_HDL_2_mg_d_l,EDTA,4,10.69112364
fCHOL_HDL_2_mg_d_l,EDTA,6,18.36844571
fCHOL_HDL_2_mg_d_l,EDTA,8,23.27212071
fCHOL_HDL_3_mg_d_l,EDTA,2,7.057147214
fCHOL_HDL_3_mg_d_l,EDTA,4,11.27873563
fCHOL_HDL_3_mg_d_l,EDTA,6,19.40922289
fCHOL_HDL_3_mg_d_l,EDTA,8,25.60868782
fCHOL_HDL_4_mg_d_l,EDTA,2,5.521224372
fCHOL_HDL_4_mg_d_l,EDTA,4,8.164180778
fCHOL_HDL_4_mg_d_l,EDTA,6,14.74690786
fCHOL_HDL_4_mg_d_l,EDTA,8,20.26282323
PHOSL_HDL_1_mg_d_l,EDTA,2,3.321766562
PHOSL_HDL_1_mg_d_l,EDTA,4,6.118323934
PHOSL_HDL_1_mg_d_l,EDTA,6,9.992357522
PHOSL_HDL_1_mg_d_l,EDTA,8,12.08080737
PHOSL_HDL_2_mg_d_l,EDTA,2,2.285387841
PHOSL_HDL_2_mg_d_l,EDTA,4,3.486103403
PHOSL_HDL_2_mg_d_l,EDTA,6,5.786859168
PHOSL_HDL_2_mg_d_l,EDTA,8,6.804296321
PHOSL_HDL_3_mg_d_l,EDTA,2,2.090153497
PHOSL_HDL_3_mg_d_l,EDTA,4,4.259573906
PHOSL_HDL_3_mg_d_l,EDTA,6,7.807506287
PHOSL_HDL_3_mg_d_l,EDTA,8,10.43073896
