ID,Draw,Centrifugation,Freeze,PreCent,PostCent,TTF
S2102,12/10/2022 11:41,12/10/2022 15:46,12/10/2022 16:27,4.083333333,0.683333333,4.766666667
S2464,18/07/2022 10:00,18/07/2022 14:06,18/07/2022 16:39,4.1,2.55,6.65
S2210,09/09/2022 10:26,09/09/2022 14:33,09/09/2022 15:00,4.116666667,0.45,4.566666667
S2129,06/10/2022 09:45,06/10/2022 13:53,06/10/2022 14:59,4.133333333,1.1,5.233333333
S1822,15/12/2022 09:49,15/12/2022 13:57,15/12/2022 14:35,4.133333333,0.633333333,4.766666667
S2092,13/10/2022 11:39,13/10/2022 15:47,13/10/2022 16:22,4.133333333,0.583333333,4.716666667
S2163,28/09/2022 09:14,28/09/2022 13:22,28/09/2022 13:47,4.133333333,0.416666667,4.55
S2578,30/12/2021 04:12,30/12/2021 08:22,30/12/2021 09:13,4.166666667,0.85,5.016666667
S2579,30/12/2021 04:12,30/12/2021 08:22,30/12/2021 09:13,4.166666667,0.85,5.016666667
S2580,30/12/2021 04:11,30/12/2021 08:22,30/12/2021 09:13,4.183333333,0.85,5.033333333
S2149,04/10/2022 08:34,04/10/2022 12:46,04/10/2022 14:13,4.2,1.45,5.65
S2277,22/08/2022 10:48,22/08/2022 15:02,22/08/2022 16:52,4.233333333,1.833333333,6.066666667
S2130,06/10/2022 09:33,06/10/2022 13:49,06/10/2022 14:59,4.266666667,1.166666667,5.433333333
S1823,15/12/2022 09:38,15/12/2022 13:56,15/12/2022 14:35,4.3,0.65,4.95
S2030,24/10/2022 09:45,24/10/2022 14:05,24/10/2022 14:47,4.333333333,0.7,5.033333333
S1807,22/12/2022 09:25,22/12/2022 13:47,22/12/2022 14:26,4.366666667,0.65,5.016666667
S2266,24/08/2022 11:16,24/08/2022 15:39,24/08/2022 16:12,4.383333333,0.55,4.933333333
S2176,26/09/2022 09:32,26/09/2022 13:57,26/09/2022 14:24,4.416666667,0.45,4.866666667
S2289,18/08/2022 09:48,18/08/2022 14:15,18/08/2022 14:45,4.45,0.5,4.95
S2555,04/07/2022 10:22,04/07/2022 14:51,04/07/2022 16:28,4.483333333,1.616666667,6.1
S1904,23/11/2022 10:42,23/11/2022 15:14,23/11/2022 16:05,4.533333333,0.85,5.383333333
S1968,09/11/2022 08:51,09/11/2022 13:23,09/11/2022 14:06,4.533333333,0.716666667,5.25
S2167,27/09/2022 09:21,27/09/2022 13:56,27/09/2022 14:28,4.583333333,0.533333333,5.116666667
S1808,22/12/2022 09:11,22/12/2022 13:47,22/12/2022 14:26,4.6,0.65,5.25
S1914,22/11/2022 10:25,22/11/2022 15:03,22/11/2022 15:24,4.633333333,0.35,4.983333333
S2093,13/10/2022 11:09,13/10/2022 15:48,13/10/2022 16:22,4.65,0.566666667,5.216666667
S2164,28/09/2022 08:43,28/09/2022 13:22,28/09/2022 13:47,4.65,0.416666667,5.066666667
S1857,07/12/2022 09:10,07/12/2022 13:50,07/12/2022 14:25,4.666666667,0.583333333,5.25
S2094,13/10/2022 11:07,13/10/2022 15:47,13/10/2022 16:22,4.666666667,0.583333333,5.25
S2581,29/12/2021 04:50,29/12/2021 09:32,29/12/2021 10:22,4.7,0.833333333,5.533333333
S2583,29/12/2021 04:49,29/12/2021 09:32,29/12/2021 10:22,4.716666667,0.833333333,5.55
S2611,06/12/2021 03:07,06/12/2021 07:51,06/12/2021 09:09,4.733333333,1.3,6.033333333
S1930,18/11/2022 08:15,18/11/2022 12:59,18/11/2022 13:57,4.733333333,0.966666667,5.7
S2584,29/12/2021 04:48,29/12/2021 09:32,29/12/2021 10:22,4.733333333,0.833333333,5.566666667
S2585,29/12/2021 04:48,29/12/2021 09:32,29/12/2021 10:22,4.733333333,0.833333333,5.566666667
S2582,29/12/2021 04:49,29/12/2021 09:33,29/12/2021 10:22,4.733333333,0.816666667,5.55
S2244,30/08/2022 09:20,30/08/2022 14:05,30/08/2022 14:50,4.75,0.75,5.5
S1969,09/11/2022 08:37,09/11/2022 13:23,09/11/2022 14:06,4.766666667,0.716666667,5.483333333
S1824,15/12/2022 09:10,15/12/2022 13:56,15/12/2022 14:35,4.766666667,0.65,5.416666667
S2280,22/08/2022 09:03,22/08/2022 13:50,22/08/2022 16:52,4.783333333,3.033333333,7.816666667
S2614,06/12/2021 03:03,06/12/2021 07:51,06/12/2021 09:09,4.8,1.3,6.1
S2615,06/12/2021 03:02,06/12/2021 07:51,06/12/2021 09:09,4.816666667,1.3,6.116666667
S2616,06/12/2021 03:01,06/12/2021 07:51,06/12/2021 09:09,4.833333333,1.3,6.133333333
S2154,29/09/2022 08:29,29/09/2022 13:19,29/09/2022 14:34,4.833333333,1.25,6.083333333
S2406,25/07/2022 10:00,25/07/2022 14:51,25/07/2022 15:35,4.85,0.733333333,5.583333333
S2617,06/12/2021 02:59,06/12/2021 07:52,06/12/2021 09:09,4.883333333,1.283333333,6.166666667
S1825,15/12/2022 09:04,15/12/2022 13:57,15/12/2022 14:35,4.883333333,0.633333333,5.516666667
S2181,22/09/2022 09:04,22/09/2022 14:00,22/09/2022 14:42,4.933333333,0.7,5.633333333
S2352,03/08/2022 07:30,03/08/2022 12:33,03/08/2022 13:53,5.05,1.333333333,6.383333333
S2096,13/10/2022 10:44,13/10/2022 15:47,13/10/2022 16:22,5.05,0.583333333,5.633333333
S2612,06/12/2021 03:06,06/12/2021 08:12,06/12/2021 09:09,5.1,0.95,6.05
S2613,06/12/2021 03:05,06/12/2021 08:12,06/12/2021 09:09,5.116666667,0.95,6.066666667
S1980,07/11/2022 08:52,07/11/2022 14:00,07/11/2022 14:51,5.133333333,0.85,5.983333333
S2083,17/10/2022 08:52,17/10/2022 14:01,17/10/2022 15:33,5.15,1.533333333,6.683333333
S1847,09/12/2022 08:01,09/12/2022 13:15,09/12/2022 13:57,5.233333333,0.7,5.933333333
S1981,07/11/2022 08:45,07/11/2022 14:00,07/11/2022 14:51,5.25,0.85,6.1
S1809,22/12/2022 08:29,22/12/2022 13:47,22/12/2022 14:26,5.3,0.65,5.95
S1842,09/12/2022 11:06,09/12/2022 16:25,09/12/2022 16:46,5.316666667,0.35,5.666666667
S2186,21/09/2022 08:54,21/09/2022 14:14,21/09/2022 14:33,5.333333333,0.316666667,5.65
S1813,21/12/2022 10:09,21/12/2022 15:31,21/12/2022 16:31,5.366666667,1,6.366666667
S1982,07/11/2022 08:36,07/11/2022 14:00,07/11/2022 14:51,5.4,0.85,6.25
S2366,29/07/2022 09:23,29/07/2022 14:49,29/07/2022 15:43,5.433333333,0.9,6.333333333
S1899,24/11/2022 11:30,24/11/2022 17:03,24/11/2022 18:04,5.55,1.016666667,6.566666667
S1882,29/11/2022 10:40,29/11/2022 16:13,29/11/2022 17:01,5.55,0.8,6.35
S2246,30/08/2022 08:24,30/08/2022 14:05,30/08/2022 14:50,5.683333333,0.75,6.433333333
S2022,26/10/2022 07:00,26/10/2022 12:42,26/10/2022 14:07,5.7,1.416666667,7.116666667
S2031,24/10/2022 08:20,24/10/2022 14:06,24/10/2022 14:47,5.766666667,0.683333333,6.45
S2567,27/01/2022 10:01,27/01/2022 15:47,27/01/2022 16:00,5.766666667,0.216666667,5.983333333
S1814,21/12/2022 09:48,21/12/2022 15:35,21/12/2022 16:31,5.783333333,0.933333333,6.716666667
S2393,26/07/2022 09:00,26/07/2022 14:59,26/07/2022 16:01,5.983333333,1.033333333,7.016666667
S2570,26/01/2022 07:26,26/01/2022 13:35,26/01/2022 14:18,6.15,0.716666667,6.866666667
S2571,26/01/2022 07:24,26/01/2022 13:35,26/01/2022 14:18,6.183333333,0.716666667,6.9
S2394,26/07/2022 08:30,26/07/2022 14:59,26/07/2022 16:01,6.483333333,1.033333333,7.516666667
S2046,20/10/2022 07:00,20/10/2022 13:46,20/10/2022 14:26,6.766666667,0.666666667,7.433333333
S2066,19/10/2022 07:00,19/10/2022 13:58,19/10/2022 14:44,6.966666667,0.766666667,7.733333333
S2087,14/10/2022 07:44,14/10/2022 14:45,14/10/2022 16:14,7.016666667,1.483333333,8.5
S2568,27/01/2022 08:01,27/01/2022 15:47,27/01/2022 16:00,7.766666667,0.216666667,7.983333333
